"","VIX"
"1996-06-21",-0.196166963616007
"1996-06-24",0.0206968817711548
"1996-06-25",-0.091592703404193
"1996-06-26",-0.0416726964005676
"1996-06-27",-0.239229689065835
"1996-06-28",-0.148311902853425
"1996-07-01",0.0308666479805275
"1996-07-02",0.117445254872898
"1996-07-03",0.00539084863487638
"1996-07-05",0.398270832474138
"1996-07-08",0.0578601330808128
"1996-07-09",-0.168448893103169
"1996-07-10",0.00402415029972492
"1996-07-11",0.370039060260297
"1996-07-12",-0.10212949507638
"1996-07-15",0.367370233055481
"1996-07-16",-0.00106439605578679
"1996-07-17",-0.0937140102715031
"1996-07-18",-0.153955767050109
"1996-07-19",-0.0943556559710279
"1996-07-22",0.373474565975143
"1996-07-23",0.105670065265622
"1996-07-24",-0.010266072430599
"1996-07-25",-0.202026627873287
"1996-07-26",-0.240223138590277
"1996-07-29",0.314331110743999
"1996-07-30",0.0438026226583927
"1996-07-31",-0.1099059780295
"1996-08-01",-0.0769154840873068
"1996-08-02",-0.365676858049751
"1996-08-05",0.182617021414216
"1996-08-06",-0.0624727095721527
"1996-08-07",-0.111318129213791
"1996-08-08",-0.0357819926168004
"1996-08-09",-0.0485169774446073
"1996-08-12",-0.0370051959935545
"1996-08-13",0.150743521505643
"1996-08-14",-0.0780537881373657
"1996-08-15",-0.0947568273969566
"1996-08-16",-0.139052255114673
"1996-08-19",0.0997504027670599
"1996-08-20",-0.118574488012696
"1996-08-21",-0.0436962717356986
"1996-08-22",-0.224385016402274
"1996-08-23",0.136245098496119
"1996-08-26",0.273352246896956
"1996-08-27",-0.057279706823298
"1996-08-28",-0.00218579321998025
"1996-08-29",0.215675912833547
"1996-08-30",0.125785420509867
"1996-09-03",0.200812068191587
"1996-09-04",0.0201518154373082
"1996-09-05",0.198401062168303
"1996-09-06",-0.405465108108165
"1996-09-09",-0.115293805074742
"1996-09-10",-0.0191143960233147
"1996-09-11",-0.0339015516756813
"1996-09-12",-0.0146254892189797
"1996-09-13",-0.150780062265038
"1996-09-16",0.0480761334357744
"1996-09-17",0.0594234204708011
"1996-09-18",0.0228146777661715
"1996-09-19",0.0296317976063714
"1996-09-20",-0.0679506619085082
"1996-09-23",0.143491392366591
"1996-09-24",-0.00169348050633378
"1996-09-25",-0.039763233172013
"1996-09-26",-0.0195910094771694
"1996-09-27",-0.00180018050414787
"1996-09-30",0.139370169598355
"1996-10-01",0.0140080111561112
"1996-10-02",-0.0410152125674221
"1996-10-03",-0.00161160389434123
"1996-10-04",-0.370596282457341
"1996-10-07",0.0677459885323888
"1996-10-08",0.0976892451611748
"1996-10-09",0.0926062574719237
"1996-10-10",0.0302245229087266
"1996-10-11",-0.229292011614662
"1996-10-14",0.0131292914417926
"1996-10-15",0.139761942375158
"1996-10-16",-0.0424774282671159
"1996-10-17",-0.0381955977380359
"1996-10-18",-0.0700179869021973
"1996-10-21",0.178651827904992
"1996-10-22",0.0726626003759145
"1996-10-23",0.00851068966790791
"1996-10-24",0.068766857247093
"1996-10-25",0.0583883182381539
"1996-10-28",0.143001336202411
"1996-10-29",-0.00779224722016636
"1996-10-30",0.0257414470501471
"1996-10-31",-0.0481550418870471
"1996-11-01",-0.0283994745216978
"1996-11-04",0.0190223127091009
"1996-11-05",-0.0524982419054902
"1996-11-06",-0.0967296264585515
"1996-11-07",0.0337973795832909
"1996-11-08",-0.233773871615966
"1996-11-11",-0.156698451906057
"1996-11-12",0.0752234212375873
"1996-11-13",-0.102374410303538
"1996-11-14",-0.278549588888509
"1996-11-15",0.159332038569256
"1996-11-18",0.170625517030763
"1996-11-19",0.023682484643559
"1996-11-20",0.138836444854216
"1996-11-21",-0.0319876754933972
"1996-11-22",-0.175082050989752
"1996-11-25",0.201498681433693
"1996-11-26",0.175470081844852
"1996-11-27",-0.00156372197618282
"1996-11-29",0.0262563345665541
"1996-12-02",0.110984912942563
"1996-12-03",0.0936965755319124
"1996-12-04",-0.0936965755319124
"1996-12-05",0.0269195259132422
"1996-12-06",0.0840188560531763
"1996-12-09",-0.135801541159062
"1996-12-10",0.0180185055026785
"1996-12-11",0.210981986274934
"1996-12-12",0.079101047714385
"1996-12-13",0.0598383869336336
"1996-12-16",0.0790741845954059
"1996-12-17",-0.10754935346337
"1996-12-18",-0.138666924596139
"1996-12-19",-0.0711200096529954
"1996-12-20",0.00978002905363962
"1996-12-23",0.0704516609506118
"1996-12-24",-0.0913497785882278
"1996-12-26",-0.00998759862834842
"1996-12-27",0.0596646808160077
"1996-12-30",0.0428058409977368
"1996-12-31",0.1412871954446
"1997-01-02",0.0204386676772739
"1997-01-03",-0.204531704119611
"1997-01-06",0.0827667627494639
"1997-01-07",-0.0582471455751454
"1997-01-08",0.0935260580108235
"1997-01-09",0.0650635933470625
"1997-01-10",-0.127922852964914
"1997-01-13",0.0221247962806359
"1997-01-14",-0.0608981822065964
"1997-01-15",0.0138570346614264
"1997-01-16",0.0237971569675191
"1997-01-17",-0.108725633808139
"1997-01-20",-0.00375234961855053
"1997-01-21",-0.10146946016486
"1997-01-22",-0.10212949507638
"1997-01-23",0.188447150220638
"1997-01-24",0.0957727145026723
"1997-01-27",0.0873966592136215
"1997-01-28",0.05862861316972
"1997-01-29",-0.0512407167698301
"1997-01-30",-0.0787291648602135
"1997-01-31",0.929176634150314
"1997-02-03",-0.916740069109305
"1997-02-04",-0.0169975763685715
"1997-02-05",0.163090194866068
"1997-02-06",-0.0871879150781814
"1997-02-07",-0.133531392624523
"1997-02-10",0.183128333763895
"1997-02-11",-0.0688488726386929
"1997-02-12",-0.0509523271739276
"1997-02-13",-0.0276515313305099
"1997-02-14",-0.0058582475683675
"1997-02-18",0.0570931290349632
"1997-02-19",0.0921774401395306
"1997-02-20",0.0741079721537217
"1997-02-21",-0.0801993615471241
"1997-02-24",-0.0717607369003161
"1997-02-25",0.0656320149589424
"1997-02-26",0.0252921929021284
"1997-02-27",0.0304991667262877
"1997-02-28",0.00193610902686636
"1997-03-03",-0.0195318709172456
"1997-03-04",-0.0249638525284164
"1997-03-05",-0.115636705686533
"1997-03-06",0.101379845061667
"1997-03-07",-0.120864702193792
"1997-03-10",-0.0341410439532002
"1997-03-11",0.0271723746371073
"1997-03-12",0.0399824813885363
"1997-03-13",0.0177585133009801
"1997-03-14",0.00219780308247941
"1997-03-17",0.113015009018358
"1997-03-18",0.0289875368732524
"1997-03-19",0.0419641990990325
"1997-03-20",-0.0457809976257328
"1997-03-21",-0.150333881300558
"1997-03-24",0.0381517659643764
"1997-03-25",-0.0847776073044324
"1997-03-26",-0.108080548420926
"1997-03-27",0.236798278479453
"1997-03-31",0.147254606720346
"1997-04-01",-0.114035648927824
"1997-04-02",0.0426421192660031
"1997-04-03",-0.0104912741005352
"1997-04-04",-0.197586078859031
"1997-04-07",-0.0802374306806746
"1997-04-08",-0.00890024947026458
"1997-04-09",0.0152094186635292
"1997-04-10",0.0502864984303697
"1997-04-11",0.080410692958278
"1997-04-14",-0.0708868114470222
"1997-04-15",-0.0995847054294368
"1997-04-16",-0.0817894330084785
"1997-04-17",0.137783702363053
"1997-04-18",0.00493828164058296
"1997-04-21",0.145315139046585
"1997-04-22",-0.0603584165706197
"1997-04-23",0.0979804083602041
"1997-04-24",0.0342775493557612
"1997-04-25",0.0292989707456188
"1997-04-28",0.0171759947710104
"1997-04-29",-0.14864708861028
"1997-04-30",0.0260036320287291
"1997-05-01",-0.0194390570322227
"1997-05-02",-0.282967648488794
"1997-05-05",0.309865450808693
"1997-05-06",0.0706899444441085
"1997-05-07",0.0444947668497662
"1997-05-08",-0.00664454271866877
"1997-05-09",-0.110665567887519
"1997-05-12",0.0137350283901521
"1997-05-13",0.0551159890643609
"1997-05-14",0.0254915764010759
"1997-05-15",-0.115848799076552
"1997-05-16",0.159416295215048
"1997-05-19",-0.00837603780218288
"1997-05-20",-0.219645005471697
"1997-05-21",0.00232558244347558
"1997-05-22",-0.0561341384251905
"1997-05-23",-0.0858951808697226
"1997-05-27",0.150126529527533
"1997-05-28",-0.00809721023262
"1997-05-29",-0.0282704339382551
"1997-05-30",0.01776245633984
"1997-06-02",0.171108692191156
"1997-06-03",-0.0835106328731703
"1997-06-04",0.00963089306096165
"1997-06-05",0.0262758154022826
"1997-06-06",-0.149665593819902
"1997-06-09",0.0562208928444736
"1997-06-10",-0.045435887167911
"1997-06-11",-0.0204703114110263
"1997-06-12",-0.0397074495951122
"1997-06-13",0.0848994437864858
"1997-06-16",0.053210060867583
"1997-06-17",0.0410424773786069
"1997-06-18",0.0291991546922619
"1997-06-19",-0.035568602977742
"1997-06-20",0.00953902304675847
"1997-06-23",0.0955019527457512
"1997-06-24",-0.0411016756855522
"1997-06-25",0.0685265623155269
"1997-06-26",0.0285076776227555
"1997-06-27",-0.0530603746286342
"1997-06-30",0.0273472959368943
"1997-07-01",-0.0486041349623099
"1997-07-02",-0.127966547991115
"1997-07-03",-0.221480118715512
"1997-07-07",0.158494220713397
"1997-07-08",-0.0397882500584128
"1997-07-09",0.174500977728766
"1997-07-10",-0.0497720510212698
"1997-07-11",-0.0908683762823586
"1997-07-14",0.0566298027532373
"1997-07-15",-0.0637897378753305
"1997-07-16",0.0387599898094955
"1997-07-17",0.122380744905013
"1997-07-18",0.154587456422977
"1997-07-21",0.0957070839571834
"1997-07-22",-0.137621377876048
"1997-07-23",-0.040897892968168
"1997-07-24",-0.0318099109366425
"1997-07-25",-0.0128143695333511
"1997-07-28",0.0918771653205388
"1997-07-29",0.014375809120307
"1997-07-30",-0.0540672212702757
"1997-07-31",0.00750472565406746
"1997-08-01",0.0686189698187336
"1997-08-04",-0.0283204767874556
"1997-08-05",-0.116997886157241
"1997-08-06",-0.0592380961011454
"1997-08-07",-0.0293339881137067
"1997-08-08",0.246894531582755
"1997-08-11",0.0246716044076836
"1997-08-12",0.0752477785100618
"1997-08-13",0.0553381038847043
"1997-08-14",-0.104868994389636
"1997-08-15",0.100434397321771
"1997-08-18",-0.00594355390084811
"1997-08-19",-0.129494416994256
"1997-08-20",-0.132199431417733
"1997-08-21",0.222175028236079
"1997-08-22",0.0623559084122531
"1997-08-25",-0.0431614611561058
"1997-08-26",0.042432863673965
"1997-08-27",-0.0303389898907183
"1997-08-28",0.0178709149186895
"1997-08-29",0.0139247394684929
"1997-09-02",-0.0124498129474251
"1997-09-03",0.0233076829194747
"1997-09-04",0.0220728078409627
"1997-09-05",-0.060976796498716
"1997-09-08",0.00671393793934882
"1997-09-09",-0.0378833179023017
"1997-09-10",0.0541078625903113
"1997-09-11",0.0787476259868507
"1997-09-12",-0.0470675108579854
"1997-09-15",0.0341377628495678
"1997-09-16",-0.128456230452476
"1997-09-17",0.0238564603619587
"1997-09-18",-0.0451087360216178
"1997-09-19",-0.0564567086676568
"1997-09-22",-0.052711985882814
"1997-09-23",-0.00712380572785154
"1997-09-24",0.0522311922254461
"1997-09-25",0.0226424767497599
"1997-09-26",-0.0536527134923208
"1997-09-29",-0.00262812240626875
"1997-09-30",0.052126280691442
"1997-10-01",-0.0451332452004722
"1997-10-02",-0.00349040493976815
"1997-10-03",-0.0612804312180133
"1997-10-06",0.00648450627926067
"1997-10-07",-0.123686855548036
"1997-10-08",0.0715670545621556
"1997-10-09",0.109534671114261
"1997-10-10",-0.236970173429445
"1997-10-13",0.0527287277483612
"1997-10-14",-0.0276319386620862
"1997-10-15",0.0064447054426422
"1997-10-16",0.0480761334357744
"1997-10-17",0.107297414168453
"1997-10-20",-0.0880952071845167
"1997-10-21",-0.121167133640625
"1997-10-22",0.0344287196662005
"1997-10-23",0.277532485940663
"1997-10-24",0.0147785940961187
"1997-10-27",0.379318028894222
"1997-10-28",0.00389647027912332
"1997-10-29",0.0614086281286434
"1997-10-30",0.0573615744391001
"1997-10-31",-0.0356552958572376
"1997-11-03",-0.0567975983931328
"1997-11-04",0.00216216300449545
"1997-11-05",-0.00108049713375458
"1997-11-06",0.00700245252921849
"1997-11-07",0.0634308225197016
"1997-11-10",0.00552626375011922
"1997-11-11",-0.00401606965488988
"1997-11-12",0.0144821507376918
"1997-11-13",-0.00996520453839622
"1997-11-14",-0.0450665096900673
"1997-11-17",-0.048292645207626
"1997-11-18",-0.00110011012195077
"1997-11-19",-0.0467559110556843
"1997-11-20",-0.0993552589981332
"1997-11-21",-0.0264616924132914
"1997-11-24",0.120613123536398
"1997-11-25",-0.0282205676422507
"1997-11-26",0.283199770012281
"1997-11-28",-0.345316261417666
"1997-12-01",-0.0621724561500256
"1997-12-02",-0.0183991561743344
"1997-12-03",-0.11349376082943
"1997-12-04",-0.0054075064173924
"1997-12-05",-0.0899026733869324
"1997-12-08",0.0431244266337547
"1997-12-09",0.0104966648053431
"1997-12-10",0.0876136052523355
"1997-12-11",0.156355752385573
"1997-12-12",0.011264199200796
"1997-12-15",-0.0226567274818912
"1997-12-16",-0.0542794228625842
"1997-12-17",0.0140142433748123
"1997-12-18",0.0325974102899274
"1997-12-19",0.0812754798408033
"1997-12-22",-0.0221234733149434
"1997-12-23",0.0443466100996543
"1997-12-24",0.0132147858130462
"1997-12-26",-0.0324854551444886
"1997-12-29",-0.0984400728132524
"1997-12-30",-0.134926547015358
"1997-12-31",-0.0271714828990159
"1998-01-02",-0.0437912031573102
"1998-01-05",0.0694723728147668
"1998-01-06",0.0809027748117863
"1998-01-07",-0.037132111756458
"1998-01-08",0.0555312679307924
"1998-01-09",0.115304161147595
"1998-01-12",-0.0305460523488206
"1998-01-13",-0.133176971213759
"1998-01-14",-0.095097587237178
"1998-01-15",-0.0228626434227701
"1998-01-16",-0.142916834071657
"1998-01-20",0
"1998-01-21",0.0718712762669629
"1998-01-22",0.0484639531079845
"1998-01-23",0.0129661459972672
"1998-01-26",0.047946314631421
"1998-01-27",-0.130138405185102
"1998-01-28",-0.0167478573012225
"1998-01-29",-0.034361427517311
"1998-01-30",-0.0166979760961645
"1998-02-02",-0.00939856542363859
"1998-02-03",-0.0633431389448322
"1998-02-04",-0.0121458983021085
"1998-02-05",0.0698072037795097
"1998-02-06",-0.0738888420991577
"1998-02-09",0.0964250071215709
"1998-02-10",-0.0812040131112157
"1998-02-11",-0.0275668298326552
"1998-02-12",-0.0663344738203415
"1998-02-13",0.0110012110619735
"1998-02-17",0.0929202165077863
"1998-02-18",-0.11169492590314
"1998-02-19",0.0231415285616947
"1998-02-20",-0.0947656657696356
"1998-02-23",-0.00119832249210816
"1998-02-24",0.0388055744217946
"1998-02-25",-0.0804272491126143
"1998-02-26",0.00124921940043254
"1998-02-27",-0.00877748582122351
"1998-03-02",0.0705030655821792
"1998-03-03",-0.0153758203621095
"1998-03-04",0.0590107562589797
"1998-03-05",0.134373734384282
"1998-03-06",-0.183894502458413
"1998-03-09",0.115813367893336
"1998-03-10",-0.0832901761877762
"1998-03-11",-0.0588405000229333
"1998-03-12",-0.0768155971681601
"1998-03-13",0.0559942693545743
"1998-03-16",-0.0225291130600276
"1998-03-17",0.0163217684856942
"1998-03-18",-0.0445649807990893
"1998-03-19",-0.0701095661870266
"1998-03-20",0.118403575545982
"1998-03-23",0.139869823059227
"1998-03-24",0.0535561044689628
"1998-03-25",0.17839429143725
"1998-03-26",0.0203224606258479
"1998-03-27",0.051460924930228
"1998-03-30",0.0854177511543517
"1998-03-31",-0.0304290638502884
"1998-04-01",-0.0629823349848087
"1998-04-02",-0.109291900278198
"1998-04-03",-0.0126127798156981
"1998-04-06",0.0521089181583534
"1998-04-07",0.0920188987202524
"1998-04-08",-0.0375893914211973
"1998-04-09",-0.134113702080213
"1998-04-13",0.103494843474876
"1998-04-14",-0.0942183391045841
"1998-04-15",-0.0658320628498617
"1998-04-16",0.103880130487392
"1998-04-17",-0.114787526676585
"1998-04-20",-0.0365522925086417
"1998-04-21",-0.0498248254102078
"1998-04-22",-0.00326619778662174
"1998-04-23",0.0735625671770173
"1998-04-24",0.122836103507774
"1998-04-27",0.286337082336448
"1998-04-28",-0.116942204866073
"1998-04-29",-0.104352451056331
"1998-04-30",-0.133651347041988
"1998-05-01",-0.185012313750877
"1998-05-04",0.103048375899447
"1998-05-05",0.106609735058258
"1998-05-06",0.109844828105155
"1998-05-07",0.0459097013040779
"1998-05-08",-0.23767165187712
"1998-05-11",0.0447168387817962
"1998-05-12",-0.00584796988242342
"1998-05-13",-0.051138961491187
"1998-05-14",-0.0825320861855836
"1998-05-15",0.0825320861855836
"1998-05-18",0.115494181372632
"1998-05-19",-0.120651490379776
"1998-05-20",-0.0509123730976073
"1998-05-21",-0.0547929107070573
"1998-05-22",-0.0422598092898827
"1998-05-26",0.300193406340889
"1998-05-27",0.0417451916884062
"1998-05-28",-0.159417221072822
"1998-05-29",0.0534886849509864
"1998-06-01",0.122820829686341
"1998-06-02",-0.0648735856406226
"1998-06-03",0.0665472261986517
"1998-06-04",-0.134009289885708
"1998-06-05",-0.141484266023575
"1998-06-08",0.0813972625707953
"1998-06-09",-0.00610999864157868
"1998-06-10",0.0888822849254414
"1998-06-11",0.168203675248169
"1998-06-12",-0.0610690333488213
"1998-06-15",0.228669815064329
"1998-06-16",-0.0842823659263399
"1998-06-17",-0.158764018105247
"1998-06-18",-0.0399705683300375
"1998-06-19",-0.0407111850570141
"1998-06-22",0.0282221734862391
"1998-06-23",-0.164527492993487
"1998-06-24",-0.0149256502166759
"1998-06-25",0.0233556263771346
"1998-06-26",-0.0934231889938513
"1998-06-29",0.0239055208535541
"1998-06-30",0.0145172845487194
"1998-07-01",-0.199316599114423
"1998-07-02",-0.0442672550516283
"1998-07-06",0.124830281171787
"1998-07-07",-0.00124921940043254
"1998-07-08",-0.102586588775101
"1998-07-09",0.0446926103561989
"1998-07-10",-0.0309372352877135
"1998-07-13",0.0440953198652245
"1998-07-14",-0.0495747856298498
"1998-07-15",0.00137268381197231
"1998-07-16",-0.130205555654941
"1998-07-17",-0.119346757632566
"1998-07-20",0.172591272151378
"1998-07-21",0.330102788335733
"1998-07-22",0.0221178052536191
"1998-07-23",0.23226845909121
"1998-07-24",0
"1998-07-27",0.00986039213408052
"1998-07-28",0.1479405714049
"1998-07-29",-0.0307936969914016
"1998-07-30",-0.152092193903309
"1998-07-31",0.152819202295927
"1998-08-03",0.0715090830148579
"1998-08-04",0.190407854225312
"1998-08-05",-0.035291084090086
"1998-08-06",-0.0584543250808878
"1998-08-07",-0.0497427061456168
"1998-08-10",0.072815982309919
"1998-08-11",0.0977082624883376
"1998-08-12",-0.105541987394101
"1998-08-13",0.0472621918945819
"1998-08-14",0.114893695304779
"1998-08-17",-0.0577032245317142
"1998-08-18",-0.111738669398579
"1998-08-19",0.0127158843253028
"1998-08-20",0.0447133304099436
"1998-08-21",0.0838418022283509
"1998-08-24",-0.031714563379178
"1998-08-25",-0.0418237704794482
"1998-08-26",0.0219665267273168
"1998-08-27",0.123030771113454
"1998-08-28",0.0107791342548271
"1998-08-31",0.0349568750678566
"1998-09-01",-0.0656371636399786
"1998-09-02",0.00501254182354405
"1998-09-03",0.0416216746908198
"1998-09-04",0.0123929136154182
"1998-09-08",-0.0430746482679032
"1998-09-09",0.0152150174385168
"1998-09-10",0.0410362920634721
"1998-09-11",-0.0084507545177237
"1998-09-14",-0.0428671458663095
"1998-09-15",-0.0188778581765892
"1998-09-16",-0.00906807221397088
"1998-09-17",0.0357891078515857
"1998-09-18",-0.0063678882827034
"1998-09-21",-0.000983284248348149
"1998-09-22",-0.0188684843043827
"1998-09-23",-0.0689928714869517
"1998-09-24",0.0410367942203615
"1998-09-25",-0.00154758865037863
"1998-09-28",0.00668898815079721
"1998-09-29",0.0152674721307884
"1998-09-30",0.0473461205971981
"1998-10-01",0.0186118471945989
"1998-10-02",-0.0224728558520582
"1998-10-05",0.0163073158085769
"1998-10-06",-0.0100407250432628
"1998-10-07",0.0166789665845561
"1998-10-08",0.0136120383839273
"1998-10-09",-0.0269328823595885
"1998-10-12",-0.0120454359312774
"1998-10-13",0.000968992323881146
"1998-10-14",-0.0116903425852879
"1998-10-15",-0.0742210452933181
"1998-10-16",0.0275843666859537
"1998-10-19",-0.0307556167009713
"1998-10-20",-0.00105932213295912
"1998-10-21",0.00264620424327333
"1998-10-22",-0.0415490029128724
"1998-10-23",0.0212599994268494
"1998-10-26",0.00269324159564377
"1998-10-27",0.0122963324238805
"1998-10-28",-0.011758553438078
"1998-10-29",-0.0840831172105414
"1998-10-30",-0.0577778006668108
"1998-11-02",-0.030829745855641
"1998-11-03",0.0208670233519666
"1998-11-04",-0.0170404880705988
"1998-11-05",-0.0589948239878222
"1998-11-06",-0.0170245855111677
"1998-11-09",0.104879630820475
"1998-11-10",0.00493523518673111
"1998-11-11",0.0134476354138027
"1998-11-12",0.0299065350565861
"1998-11-13",-0.00828407104342066
"1998-11-16",-0.00595949320398237
"1998-11-17",-0.0396272512479117
"1998-11-18",-0.0335156251255775
"1998-11-19",-0.0768324320432878
"1998-11-20",-0.21450045515819
"1998-11-23",-0.0502973234600033
"1998-11-24",0.113651839292689
"1998-11-25",-0.0886281922165351
"1998-11-27",-0.0044228289700019
"1998-11-30",0.272271382209794
"1998-12-01",-0.0626946223443561
"1998-12-02",0.0297472359047291
"1998-12-03",0.148853051364756
"1998-12-04",-0.155855881103076
"1998-12-07",-0.0277894619122376
"1998-12-08",0.0445145904538693
"1998-12-09",0.00482593146198074
"1998-12-10",0.0568144757454148
"1998-12-11",0.0363676441708751
"1998-12-14",0.123060092757227
"1998-12-15",-0.0575821633777203
"1998-12-16",0.0186051878310352
"1998-12-17",-0.0759707482279124
"1998-12-18",-0.140570224198628
"1998-12-21",-0.0780775440218981
"1998-12-22",-0.0821718094165576
"1998-12-23",-0.227139770745372
"1998-12-24",0.120005128846024
"1998-12-28",0.162659106588396
"1998-12-29",-0.103685104128844
"1998-12-30",0.0916993433836213
"1998-12-31",0.0795479031112389
"1999-01-04",0.103577189282399
"1999-01-05",-0.100612027732564
"1999-01-06",-0.0825130646610743
"1999-01-07",0.0758290442325027
"1999-01-08",-0.0806638642870858
"1999-01-11",0.148364296363628
"1999-01-12",0.119329348010267
"1999-01-13",0.0738430597940116
"1999-01-14",0.0778323712447042
"1999-01-15",-0.105773653445153
"1999-01-19",0
"1999-01-20",-0.0226875402667943
"1999-01-21",0.0727699483444564
"1999-01-22",0.0331338979434168
"1999-01-25",-0.0258611386143368
"1999-01-26",-0.0579456604856059
"1999-01-27",0.0158221876743632
"1999-01-28",-0.0605156161298632
"1999-01-29",-0.0750111213535556
"1999-02-01",0.0581935340802486
"1999-02-02",0.0199011543172949
"1999-02-03",-0.0123917322951632
"1999-02-04",0.0634078946891306
"1999-02-05",0.00525241942860966
"1999-02-08",0.0195971689521368
"1999-02-09",0.0325688527635339
"1999-02-10",-0.0274450157636652
"1999-02-11",-0.111626557236472
"1999-02-12",0.0892311337279423
"1999-02-16",-0.00349040493976815
"1999-02-17",0.0304184141118773
"1999-02-18",-0.00453258566357917
"1999-02-19",-0.0364307416249137
"1999-02-22",-0.145550157696832
"1999-02-23",0.0348094046658618
"1999-02-24",0.0266163066751099
"1999-02-25",0.0315284626615417
"1999-02-26",-0.00435459475051392
"1999-03-01",0.0221957323917836
"1999-03-02",0.0312150193479246
"1999-03-03",-0.00473934536389642
"1999-03-04",-0.0952507991445879
"1999-03-05",-0.152845196613129
"1999-03-08",0.0329371090740862
"1999-03-09",0.0275979752036761
"1999-03-10",-0.0151572732216465
"1999-03-11",-0.0242926925690439
"1999-03-12",0.0271975602616745
"1999-03-15",0.0271833618973787
"1999-03-16",-0.0056617277920008
"1999-03-17",0.0259208908200304
"1999-03-18",-0.0926856876562576
"1999-03-19",0.0143128620394908
"1999-03-22",0.0417490142185262
"1999-03-23",0.116347285230279
"1999-03-24",-0.0258746647063459
"1999-03-25",-0.131473971156229
